2023-11-19 17:24:57,508 p=28460 u=anton n=ansible | PLAY [all] *********************************************************************
2023-11-19 17:27:58,126 p=28658 u=anton n=ansible | worker2                    : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:29:07,480 p=29007 u=root n=ansible | PLAY [all] *********************************************************************
2023-11-19 17:29:07,490 p=29007 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2023-11-19 17:29:08,656 p=29007 u=root n=ansible | fatal: [master1]: FAILED! => {"msg": "Missing sudo password"}
2023-11-19 17:29:08,657 p=29007 u=root n=ansible | fatal: [worker2]: FAILED! => {"msg": "Missing sudo password"}
2023-11-19 17:29:08,740 p=29007 u=root n=ansible | fatal: [worker1]: FAILED! => {"msg": "Missing sudo password"}
2023-11-19 17:29:08,743 p=29007 u=root n=ansible | PLAY RECAP *********************************************************************
2023-11-19 17:29:08,743 p=29007 u=root n=ansible | master1                    : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:29:08,743 p=29007 u=root n=ansible | worker1                    : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:29:08,744 p=29007 u=root n=ansible | worker2                    : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:30:26,215 p=29171 u=root n=ansible | PLAY [all] *********************************************************************
2023-11-19 17:30:26,225 p=29171 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2023-11-19 17:30:27,832 p=29171 u=root n=ansible | ok: [worker1]
2023-11-19 17:30:27,834 p=29171 u=root n=ansible | ok: [worker2]
2023-11-19 17:30:27,837 p=29171 u=root n=ansible | ok: [master1]
2023-11-19 17:30:27,870 p=29171 u=root n=ansible | TASK [ping] ********************************************************************
2023-11-19 17:30:28,596 p=29171 u=root n=ansible | ok: [worker2]
2023-11-19 17:30:28,597 p=29171 u=root n=ansible | ok: [worker1]
2023-11-19 17:30:28,597 p=29171 u=root n=ansible | ok: [master1]
2023-11-19 17:30:28,616 p=29171 u=root n=ansible | TASK [Update apt packages] *****************************************************
2023-11-19 17:31:30,441 p=29171 u=root n=ansible | fatal: [master1]: FAILED! => {"changed": false, "msg": "Failed to lock apt for exclusive operation: Failed to lock directory /var/lib/apt/lists/: E:Could not open lock file /var/lib/apt/lists/lock - open (13: Permission denied)"}
2023-11-19 17:31:30,492 p=29171 u=root n=ansible | fatal: [worker1]: FAILED! => {"changed": false, "msg": "Failed to lock apt for exclusive operation: Failed to lock directory /var/lib/apt/lists/: E:Could not open lock file /var/lib/apt/lists/lock - open (13: Permission denied)"}
2023-11-19 17:31:30,626 p=29171 u=root n=ansible | fatal: [worker2]: FAILED! => {"changed": false, "msg": "Failed to lock apt for exclusive operation: Failed to lock directory /var/lib/apt/lists/: E:Could not open lock file /var/lib/apt/lists/lock - open (13: Permission denied)"}
2023-11-19 17:31:30,627 p=29171 u=root n=ansible | PLAY RECAP *********************************************************************
2023-11-19 17:31:30,627 p=29171 u=root n=ansible | master1                    : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:31:30,627 p=29171 u=root n=ansible | worker1                    : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:31:30,627 p=29171 u=root n=ansible | worker2                    : ok=2    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2023-11-19 17:31:48,246 p=29352 u=root n=ansible | ansible-playbook [core 2.12.10]
  config file = /etc/ansible/ansible.cfg
  configured module search path = ['/root/.ansible/plugins/modules', '/usr/share/ansible/plugins/modules']
  ansible python module location = /usr/lib/python3/dist-packages/ansible
  ansible collection location = /root/.ansible/collections:/usr/share/ansible/collections
  executable location = /usr/bin/ansible-playbook
  python version = 3.8.10 (default, May 26 2023, 14:05:08) [GCC 9.4.0]
  jinja version = 2.10.1
  libyaml = True
2023-11-19 17:31:48,246 p=29352 u=root n=ansible | Using /etc/ansible/ansible.cfg as config file
2023-11-19 17:32:02,295 p=29352 u=root n=ansible | setting up inventory plugins
2023-11-19 17:32:02,307 p=29352 u=root n=ansible | host_list declined parsing /home/anton/ansible/inventory as it did not pass its verify_file() method
2023-11-19 17:32:02,307 p=29352 u=root n=ansible | script declined parsing /home/anton/ansible/inventory as it did not pass its verify_file() method
2023-11-19 17:32:02,307 p=29352 u=root n=ansible | auto declined parsing /home/anton/ansible/inventory as it did not pass its verify_file() method
2023-11-19 17:32:02,312 p=29352 u=root n=ansible | Parsed /home/anton/ansible/inventory inventory source with ini plugin
2023-11-19 17:32:02,452 p=29352 u=root n=ansible | Loading callback plugin default of type stdout, v2.0 from /usr/lib/python3/dist-packages/ansible/plugins/callback/default.py
2023-11-19 17:32:02,460 p=29352 u=root n=ansible | Skipping callback 'default', as we already have a stdout callback.
2023-11-19 17:32:02,460 p=29352 u=root n=ansible | Skipping callback 'minimal', as we already have a stdout callback.
2023-11-19 17:32:02,461 p=29352 u=root n=ansible | Skipping callback 'oneline', as we already have a stdout callback.
2023-11-19 17:32:02,461 p=29352 u=root n=ansible | PLAYBOOK: play.yaml ************************************************************
2023-11-19 17:32:02,461 p=29352 u=root n=ansible | 1 plays in play.yaml
2023-11-19 17:32:02,462 p=29352 u=root n=ansible | PLAY [all] *********************************************************************
2023-11-19 17:32:02,472 p=29352 u=root n=ansible | TASK [Gathering Facts] *********************************************************
2023-11-19 17:32:02,488 p=29357 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:02,493 p=29357 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d11 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'echo ~master && sleep 0'"'"''
2023-11-19 17:32:02,498 p=29358 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:02,502 p=29358 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'echo ~worker && sleep 0'"'"''
2023-11-19 17:32:02,506 p=29360 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:02,510 p=29360 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' k8worker2 '/bin/sh -c '"'"'echo ~worker && sleep 0'"'"''
2023-11-19 17:32:02,511 p=29357 u=root n=ansible | <k8master1> (0, b'/home/master\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,512 p=29357 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:02,512 p=29357 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d11 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/master/.ansible/tmp `"&& mkdir "` echo /home/master/.ansible/tmp/ansible-tmp-1700404322.5122304-29357-5235130942363 `" && echo ansible-tmp-1700404322.5122304-29357-5235130942363="` echo /home/master/.ansible/tmp/ansible-tmp-1700404322.5122304-29357-5235130942363 `" ) && sleep 0'"'"''
2023-11-19 17:32:02,520 p=29358 u=root n=ansible | <k8worker1> (0, b'/home/worker\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,521 p=29358 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:02,521 p=29358 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/worker/.ansible/tmp `"&& mkdir "` echo /home/worker/.ansible/tmp/ansible-tmp-1700404322.520823-29358-123631654084178 `" && echo ansible-tmp-1700404322.520823-29358-123631654084178="` echo /home/worker/.ansible/tmp/ansible-tmp-1700404322.520823-29358-123631654084178 `" ) && sleep 0'"'"''
2023-11-19 17:32:02,527 p=29360 u=root n=ansible | <k8worker2> (0, b'/home/worker\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29196\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,527 p=29360 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:02,528 p=29360 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' k8worker2 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/worker/.ansible/tmp `"&& mkdir "` echo /home/worker/.ansible/tmp/ansible-tmp-1700404322.5276759-29360-216269010675679 `" && echo ansible-tmp-1700404322.5276759-29360-216269010675679="` echo /home/worker/.ansible/tmp/ansible-tmp-1700404322.5276759-29360-216269010675679 `" ) && sleep 0'"'"''
2023-11-19 17:32:02,532 p=29357 u=root n=ansible | <k8master1> (0, b'ansible-tmp-1700404322.5122304-29357-5235130942363=/home/master/.ansible/tmp/ansible-tmp-1700404322.5122304-29357-5235130942363\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,547 p=29358 u=root n=ansible | <k8worker1> (0, b'ansible-tmp-1700404322.520823-29358-123631654084178=/home/worker/.ansible/tmp/ansible-tmp-1700404322.520823-29358-123631654084178\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,548 p=29360 u=root n=ansible | <k8worker2> (0, b'ansible-tmp-1700404322.5276759-29360-216269010675679=/home/worker/.ansible/tmp/ansible-tmp-1700404322.5276759-29360-216269010675679\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29196\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,721 p=29357 u=root n=ansible | <master1> Attempting python interpreter discovery
2023-11-19 17:32:02,722 p=29357 u=root n=ansible | <k8master1> ESTABLISH SSH CONNECTION FOR USER: master
2023-11-19 17:32:02,722 p=29358 u=root n=ansible | <worker1> Attempting python interpreter discovery
2023-11-19 17:32:02,722 p=29357 u=root n=ansible | <k8master1> SSH: EXEC sshpass -d11 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="master"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/1def11c8c3"' k8master1 '/bin/sh -c '"'"'echo PLATFORM; uname; echo FOUND; command -v '"'"'"'"'"'"'"'"'python3.10'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.9'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.8'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.7'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.6'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.5'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/bin/python3'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/libexec/platform-python'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python2.7'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python2.6'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/bin/python'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python'"'"'"'"'"'"'"'"'; echo ENDFOUND && sleep 0'"'"''
2023-11-19 17:32:02,722 p=29360 u=root n=ansible | <worker2> Attempting python interpreter discovery
2023-11-19 17:32:02,722 p=29358 u=root n=ansible | <k8worker1> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:02,722 p=29360 u=root n=ansible | <k8worker2> ESTABLISH SSH CONNECTION FOR USER: worker
2023-11-19 17:32:02,723 p=29358 u=root n=ansible | <k8worker1> SSH: EXEC sshpass -d13 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/c77d8b0608"' k8worker1 '/bin/sh -c '"'"'echo PLATFORM; uname; echo FOUND; command -v '"'"'"'"'"'"'"'"'python3.10'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.9'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.8'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.7'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.6'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.5'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/bin/python3'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/libexec/platform-python'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python2.7'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python2.6'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/bin/python'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python'"'"'"'"'"'"'"'"'; echo ENDFOUND && sleep 0'"'"''
2023-11-19 17:32:02,723 p=29360 u=root n=ansible | <k8worker2> SSH: EXEC sshpass -d15 ssh -vvv -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'User="worker"' -o ConnectTimeout=10 -o 'ControlPath="/root/.ansible/cp/ca246bb888"' k8worker2 '/bin/sh -c '"'"'echo PLATFORM; uname; echo FOUND; command -v '"'"'"'"'"'"'"'"'python3.10'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.9'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.8'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.7'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.6'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python3.5'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/bin/python3'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/libexec/platform-python'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python2.7'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python2.6'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'/usr/bin/python'"'"'"'"'"'"'"'"'; command -v '"'"'"'"'"'"'"'"'python'"'"'"'"'"'"'"'"'; echo ENDFOUND && sleep 0'"'"''
2023-11-19 17:32:02,742 p=29357 u=root n=ansible | <k8master1> (0, b'PLATFORM\nLinux\nFOUND\n/usr/bin/python3.10\n/usr/bin/python3\nENDFOUND\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29190\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
2023-11-19 17:32:02,743 p=29358 u=root n=ansible | <k8worker1> (0, b'PLATFORM\nLinux\nFOUND\n/usr/bin/python3.10\n/usr/bin/python3\nENDFOUND\n', b'OpenSSH_8.2p1 Ubuntu-4ubuntu0.9, OpenSSL 1.1.1f  31 Mar 2020\r\ndebug1: Reading configuration data /etc/ssh/ssh_config\r\ndebug1: /etc/ssh/ssh_config line 19: include /etc/ssh/ssh_config.d/*.conf matched no files\r\ndebug1: /etc/ssh/ssh_config line 21: Applying options for *\r\ndebug1: auto-mux: Trying existing master\r\ndebug2: fd 3 setting O_NONBLOCK\r\ndebug2: mux_client_hello_exchange: master version 4\r\ndebug3: mux_client_forwards: request forwardings: 0 local, 0 remote\r\ndebug3: mux_client_request_session: entering\r\ndebug3: mux_client_request_alive: entering\r\ndebug3: mux_client_request_alive: done pid = 29193\r\ndebug3: mux_client_request_session: session request sent\r\ndebug3: mux_client_read_packet: read header failed: Broken pipe\r\ndebug2: Received exit status from master 0\r\n')
